source,approach,n_features,split,accuracy
majority_rank_ranked_features,rank_aggregation,65,train,0.7408585055643879
majority_rank_ranked_features,rank_aggregation,65,val,0.5474683544303798
majority_rank_ranked_features,rank_aggregation,65,test,0.5410447761194029
majority_rank_ranked_features,rank_aggregation,66,train,0.7440381558028617
majority_rank_ranked_features,rank_aggregation,66,val,0.5506329113924051
majority_rank_ranked_features,rank_aggregation,66,test,0.5186567164179104
majority_rank_ranked_features,rank_aggregation,67,train,0.7511923688394276
majority_rank_ranked_features,rank_aggregation,67,val,0.5379746835443038
majority_rank_ranked_features,rank_aggregation,67,test,0.5298507462686567
majority_rank_ranked_features,rank_aggregation,68,train,0.7559618441971383
majority_rank_ranked_features,rank_aggregation,68,val,0.509493670886076
majority_rank_ranked_features,rank_aggregation,68,test,0.5149253731343284
majority_rank_ranked_features,rank_aggregation,69,train,0.7488076311605724
majority_rank_ranked_features,rank_aggregation,69,val,0.5221518987341772
majority_rank_ranked_features,rank_aggregation,69,test,0.5223880597014925
majority_rank_ranked_features,rank_aggregation,70,train,0.7543720190779014
majority_rank_ranked_features,rank_aggregation,70,val,0.5158227848101266
majority_rank_ranked_features,rank_aggregation,70,test,0.5149253731343284
majority_rank_ranked_features,rank_aggregation,71,train,0.7623211446740858
majority_rank_ranked_features,rank_aggregation,71,val,0.5126582278481012
majority_rank_ranked_features,rank_aggregation,71,test,0.5298507462686567
majority_rank_ranked_features,rank_aggregation,72,train,0.7519872813990461
majority_rank_ranked_features,rank_aggregation,72,val,0.5316455696202531
majority_rank_ranked_features,rank_aggregation,72,test,0.5223880597014925
majority_rank_ranked_features,rank_aggregation,73,train,0.7575516693163752
majority_rank_ranked_features,rank_aggregation,73,val,0.5379746835443038
majority_rank_ranked_features,rank_aggregation,73,test,0.5149253731343284
majority_rank_ranked_features,rank_aggregation,74,train,0.7551669316375199
majority_rank_ranked_features,rank_aggregation,74,val,0.5316455696202531
majority_rank_ranked_features,rank_aggregation,74,test,0.5186567164179104
majority_rank_ranked_features,rank_aggregation,75,train,0.7575516693163752
majority_rank_ranked_features,rank_aggregation,75,val,0.5189873417721519
majority_rank_ranked_features,rank_aggregation,75,test,0.5223880597014925
majority_rank_ranked_features,rank_aggregation,76,train,0.7647058823529411
majority_rank_ranked_features,rank_aggregation,76,val,0.5284810126582279
majority_rank_ranked_features,rank_aggregation,76,test,0.5223880597014925
majority_rank_ranked_features,rank_aggregation,77,train,0.7591414944356121
majority_rank_ranked_features,rank_aggregation,77,val,0.5348101265822784
majority_rank_ranked_features,rank_aggregation,77,test,0.5186567164179104
majority_rank_ranked_features,rank_aggregation,78,train,0.7623211446740858
majority_rank_ranked_features,rank_aggregation,78,val,0.5316455696202531
majority_rank_ranked_features,rank_aggregation,78,test,0.5111940298507462
majority_rank_ranked_features,rank_aggregation,79,train,0.7527821939586645
majority_rank_ranked_features,rank_aggregation,79,val,0.5253164556962026
majority_rank_ranked_features,rank_aggregation,79,test,0.5074626865671642
majority_rank_ranked_features,rank_aggregation,80,train,0.760731319554849
majority_rank_ranked_features,rank_aggregation,80,val,0.5284810126582279
majority_rank_ranked_features,rank_aggregation,80,test,0.5
majority_rank_ranked_features,rank_aggregation,81,train,0.7543720190779014
majority_rank_ranked_features,rank_aggregation,81,val,0.5348101265822784
majority_rank_ranked_features,rank_aggregation,81,test,0.5186567164179104
majority_rank_ranked_features,rank_aggregation,82,train,0.7519872813990461
majority_rank_ranked_features,rank_aggregation,82,val,0.5316455696202531
majority_rank_ranked_features,rank_aggregation,82,test,0.5223880597014925
majority_rank_ranked_features,rank_aggregation,83,train,0.7543720190779014
majority_rank_ranked_features,rank_aggregation,83,val,0.5284810126582279
majority_rank_ranked_features,rank_aggregation,83,test,0.5186567164179104
majority_rank_ranked_features,rank_aggregation,84,train,0.7543720190779014
majority_rank_ranked_features,rank_aggregation,84,val,0.5411392405063291
majority_rank_ranked_features,rank_aggregation,84,test,0.5186567164179104
majority_rank_ranked_features,rank_aggregation,85,train,0.7567567567567568
majority_rank_ranked_features,rank_aggregation,85,val,0.5379746835443038
majority_rank_ranked_features,rank_aggregation,85,test,0.5223880597014925
majority_rank_ranked_features,rank_aggregation,86,train,0.753577106518283
majority_rank_ranked_features,rank_aggregation,86,val,0.5221518987341772
majority_rank_ranked_features,rank_aggregation,86,test,0.5111940298507462
majority_rank_ranked_features,rank_aggregation,87,train,0.7615262321144675
majority_rank_ranked_features,rank_aggregation,87,val,0.5126582278481012
majority_rank_ranked_features,rank_aggregation,87,test,0.5223880597014925
majority_rank_ranked_features,rank_aggregation,88,train,0.7615262321144675
majority_rank_ranked_features,rank_aggregation,88,val,0.5284810126582279
majority_rank_ranked_features,rank_aggregation,88,test,0.5186567164179104
majority_rank_ranked_features,rank_aggregation,89,train,0.7599364069952306
majority_rank_ranked_features,rank_aggregation,89,val,0.5316455696202531
majority_rank_ranked_features,rank_aggregation,89,test,0.5149253731343284
majority_rank_ranked_features,rank_aggregation,90,train,0.7639109697933227
majority_rank_ranked_features,rank_aggregation,90,val,0.5158227848101266
majority_rank_ranked_features,rank_aggregation,90,test,0.5261194029850746
majority_rank_ranked_features,rank_aggregation,91,train,0.7702702702702703
majority_rank_ranked_features,rank_aggregation,91,val,0.5158227848101266
majority_rank_ranked_features,rank_aggregation,91,test,0.5410447761194029
majority_rank_ranked_features,rank_aggregation,92,train,0.7670906200317965
majority_rank_ranked_features,rank_aggregation,92,val,0.5189873417721519
majority_rank_ranked_features,rank_aggregation,92,test,0.5335820895522388
majority_rank_ranked_features,rank_aggregation,93,train,0.7726550079491256
majority_rank_ranked_features,rank_aggregation,93,val,0.5063291139240507
majority_rank_ranked_features,rank_aggregation,93,test,0.5410447761194029
majority_rank_ranked_features,rank_aggregation,94,train,0.7782193958664547
majority_rank_ranked_features,rank_aggregation,94,val,0.5031645569620253
majority_rank_ranked_features,rank_aggregation,94,test,0.5373134328358209
majority_rank_ranked_features,rank_aggregation,95,train,0.7734499205087441
majority_rank_ranked_features,rank_aggregation,95,val,0.5158227848101266
majority_rank_ranked_features,rank_aggregation,95,test,0.5485074626865671
majority_rank_ranked_features,rank_aggregation,96,train,0.7798092209856916
majority_rank_ranked_features,rank_aggregation,96,val,0.5158227848101266
majority_rank_ranked_features,rank_aggregation,96,test,0.5410447761194029
majority_rank_ranked_features,rank_aggregation,97,train,0.7710651828298887
majority_rank_ranked_features,rank_aggregation,97,val,0.509493670886076
majority_rank_ranked_features,rank_aggregation,97,test,0.5485074626865671
majority_rank_ranked_features,rank_aggregation,98,train,0.7742448330683624
majority_rank_ranked_features,rank_aggregation,98,val,0.509493670886076
majority_rank_ranked_features,rank_aggregation,98,test,0.5671641791044776
majority_rank_ranked_features,rank_aggregation,99,train,0.7837837837837838
majority_rank_ranked_features,rank_aggregation,99,val,0.5221518987341772
majority_rank_ranked_features,rank_aggregation,99,test,0.5559701492537313
majority_rank_ranked_features,rank_aggregation,100,train,0.7742448330683624
majority_rank_ranked_features,rank_aggregation,100,val,0.509493670886076
majority_rank_ranked_features,rank_aggregation,100,test,0.5522388059701493
majority_rank_ranked_features,rank_aggregation,101,train,0.775039745627981
majority_rank_ranked_features,rank_aggregation,101,val,0.5221518987341772
majority_rank_ranked_features,rank_aggregation,101,test,0.5447761194029851
majority_rank_ranked_features,rank_aggregation,102,train,0.8020667726550079
majority_rank_ranked_features,rank_aggregation,102,val,0.5348101265822784
majority_rank_ranked_features,rank_aggregation,102,test,0.5111940298507462
majority_rank_ranked_features,rank_aggregation,103,train,0.7853736089030207
majority_rank_ranked_features,rank_aggregation,103,val,0.5348101265822784
majority_rank_ranked_features,rank_aggregation,103,test,0.5186567164179104
majority_rank_ranked_features,rank_aggregation,104,train,0.8076311605723371
majority_rank_ranked_features,rank_aggregation,104,val,0.5506329113924051
majority_rank_ranked_features,rank_aggregation,104,test,0.5074626865671642
majority_rank_ranked_features,rank_aggregation,105,train,0.7917329093799682
majority_rank_ranked_features,rank_aggregation,105,val,0.5443037974683544
majority_rank_ranked_features,rank_aggregation,105,test,0.5
majority_rank_ranked_features,rank_aggregation,106,train,0.7996820349761526
majority_rank_ranked_features,rank_aggregation,106,val,0.560126582278481
majority_rank_ranked_features,rank_aggregation,106,test,0.5
majority_rank_ranked_features,rank_aggregation,107,train,0.7957074721780604
majority_rank_ranked_features,rank_aggregation,107,val,0.5411392405063291
majority_rank_ranked_features,rank_aggregation,107,test,0.5074626865671642
majority_rank_ranked_features,rank_aggregation,108,train,0.7996820349761526
majority_rank_ranked_features,rank_aggregation,108,val,0.5474683544303798
majority_rank_ranked_features,rank_aggregation,108,test,0.5149253731343284
majority_rank_ranked_features,rank_aggregation,109,train,0.8084260731319555
majority_rank_ranked_features,rank_aggregation,109,val,0.5474683544303798
majority_rank_ranked_features,rank_aggregation,109,test,0.5149253731343284
